x,y,z,u
0.19103660692498653,0.4167872580209762,0.003239505294963521,0.2
0.19556292579083545,0.4267530361115389,0.0033963288527660476,0.2
0.20019641128401677,0.43695472897678544,0.003560715303426557,0.2
0.20493959924741087,0.44739791613680024,0.003733027626991065,0.2
0.2097950800980379,0.4580882970533257,0.003913643241428552,0.2
0.2147654988270581,0.4690316911297624,0.004102954002630971,0.2
0.21985356811561582,0.4802340663571802,0.004301374277241726,0.2
0.22506211854547528,0.4917016490598491,0.004509369748526965,0.2
0.2303939784097101,0.5034406614239235,0.004727382672191019,0.2
0.23585204091230666,0.5154574681360368,0.004955876626997924,0.2
0.2414392781272236,0.5277586068612918,0.005195345356702594,0.2
0.247158740998392,0.5403507882432614,0.005446312770050818,0.2
0.25301355933971525,0.5532408959039875,0.005709332940779256,0.2
0.2590069418350691,0.5664359864439819,0.005984990107615442,0.2
0.26514217603830176,0.5799432894422256,0.0062738986742777855,0.2
0.2714226283732336,0.5937702074561695,0.006576703209475569,0.2
0.27785174413365754,0.607924316021734,0.00689407844690895,0.2
0.2844330474833387,0.6224133636533089,0.007226729285268956,0.2
0.2911701414560147,0.6372452718437538,0.007575390788237496,0.2
0.29806670795539547,0.6524281350643975,0.007940828184487343,0.2
0.30512650775516326,0.6679702207650386,0.00832383686768215,0.2
0.31235338323601924,0.6838799752988997,0.008725244842931022,0.2
0.31975133351410956,0.7001661866655815,0.00914597792040165,0.2
0.3273243964681515,0.7168377292953308,0.009586951452990659,0.2
0.3350766786076184,0.73390362842643,0.010049102077451631,0.2
0.3430123977688808,0.7513731524802332,0.010533426779784048,0.2
0.35113588311520705,0.7692558130611699,0.011040982895233335,0.2
0.35945157513676174,0.7875613649567407,0.011572888108290783,0.2
0.36796402565060693,0.8062998061375198,0.012130320452693594,0.2
0.37667789780070204,0.8254813777571545,0.012714518311424892,0.2
0.3855979660579033,0.8451165641523649,0.013326780416713688,0.2
0.3947291162199643,0.8652160928429445,0.013968465850034912,0.2
0.4040763454115357,0.8857909345317596,0.014640994042109393,0.2
0.41364476208416523,0.9068523031047495,0.015345844772903865,0.2
0.423439586016298,0.9284116556309268,0.016084558171630972,0.2
0.433466148313276,0.9504806923623765,0.01685873471674926,0.2
0.4437299306404007,0.9730714402554429,0.017670084528091025,0.2
0.4542365849086487,0.996196295326306,0.018520446705530942,0.2
0.4649918011129727,1.0198677411697754,0.019411625094869853,0.2
0.47600141767579146,1.0440985833679606,0.020345533048654336,0.2
0.48727142699059905,1.0689019612800117,0.0213242005351977,0.2
0.49880797542196476,1.0942913480421215,0.02234977413857999,0.2
0.5106173633055331,1.120280550567523,0.023424517058647995,0.2
0.5227060449480238,1.1468837095464914,0.024550809111015214,0.2
0.5350806286272317,1.1741152994463429,0.025731146727061893,0.2
0.5477478765920272,1.2019901285114352,0.02696814295393502,0.2
0.5607147050623554,1.230523338763167,0.028264527454548292,0.2
0.5739881842292371,1.259730405999979,0.02962314650758216,0.2
0.5875755382547682,1.289627139797353,0.031046963007483802,0.2
0.6014841452721196,1.3202296835078122,0.03253905646446712,0.2
0.6157216071493874,1.3515546579039839,0.03410274693847764,0.2
0.6302957085325492,1.3836190779033983,0.03574151361034218,0.2
0.6452143246207453,1.4164401619740195,0.03745883735512207,0.2
0.6604855385989765,1.4500355730915306,0.03925841648651042,0.2
0.6761176425230047,1.4844234205581093,0.04114416835608612,0.2
