x,omega,u
0.0009892248068518075,7.793747125345305,1.8216
0.000994376263537125,7.962459801092657,1.8216
0.0009722680334538264,8.132649048506117,1.8216
0.0009281438481993584,8.30436645920163,1.8216
0.0009042572289004806,8.477199514908097,1.8216
0.0008769404994589123,8.651289846286966,1.8216
0.0008708797154577044,8.82667797462996,1.8216
0.0008438213557700977,9.003939482268532,1.8216
0.0008383402259896282,9.183260073267185,1.8216
0.0008056916843526717,9.3648200655165,1.8216
0.0007678212215520455,9.54766975018779,1.8216
0.0006637216988650025,9.732142343360332,1.8216
0.0006240812354771719,9.918357192426178,1.8216
0.0006499098222449488,10.10643064838099,1.8216
0.0007979741462473276,10.296471900846335,1.8216
0.0008756905938309816,10.488578816039597,1.8216
0.0008321234135006385,10.681899893302091,1.8216
0.0008800392587807754,10.876590127224114,1.8216
0.000912273402175988,11.072686869962448,1.8216
0.0009184306554035128,11.270213068466202,1.8216
0.0009431141943980511,11.469172971277928,1.8216
0.0009224228036473532,11.669547825018071,1.8216
0.0009254930416327402,11.870357676163401,1.8216
0.0009057537602026473,12.071535951023424,1.8216
0.000908673841740115,12.272991222147422,1.8216
0.0009300279341324674,12.47460283406623,1.8216
0.0009253051363571318,12.67621650397922,1.8216
0.0008748257262454804,12.878392538143274,1.8216
0.0008456744037782177,13.079792079212673,1.8216
0.0007560620422954461,13.280452753413282,1.8216
0.0007565703931749937,13.480291379979754,1.8216
0.0007481096225955913,13.67920758567582,1.8216
0.0007598285364359889,13.877079865309064,1.8216
0.0006862007063224927,14.074299208888487,1.8216
0.0006582120477480567,14.269714529439348,1.8216
0.0005724341282956686,14.463208293884586,1.8216
0.0006678220604148854,14.6547583923236,1.8216
0.0007031633517603366,14.844327122054693,1.8216
0.0006952436477111459,15.031857646017569,1.8216
0.0007069457842947928,15.217592965872148,1.8216
0.0007196000301990448,15.400580462493135,1.8216
0.0007115586910384111,15.580871896354724,1.8216
0.00074797037136456,15.758400021489482,1.8216
0.0007803882257211934,15.93308253014144,1.8216
0.0007075195664756686,16.10481842278019,1.8216
0.0007003380617235106,16.274021924124607,1.8216
0.0007157018345930086,16.439568179190484,1.8216
0.0006283208482580863,16.60145024590616,1.8216
0.0005697254401932602,16.75965510598975,1.8216
0.0005759531578991381,16.914160272246143,1.8216
0.0005281211989027545,17.064930331016495,1.8216
0.0004109144443791897,17.2123435002126,1.8216
0.00029288224882348797,17.35588378852775,1.8216
0.00034362925618031386,17.495508452679232,1.8216
0.00024468035131575047,17.63127045671073,1.8216
0.0001550478571248779,17.763207691823826,1.8216
0.0002077871637208548,17.89133964704868,1.8216
0.0,18.01609409107816,1.8216
0.0,18.13681257397916,1.8216
0.0,18.25365600848645,1.8216
0.0,18.366668289279453,1.8216
0.0,18.475880446915927,1.8216
0.0,18.581307207967086,1.8216
0.0,18.683373561894832,1.8216
0.0,18.781793697140483,1.8216
0.0,18.8765626686994,1.8216
0.0,18.96776561956317,1.8216
0.0,19.055466979917867,1.8216
0.0,19.13970711128613,1.8216
0.0,19.220928955937627,1.8216
0.0,19.298670277159236,1.8216
0.0,19.372931187240287,1.8216
0.0,19.44379666720102,1.8216
0.00022772525564344282,19.511325836733533,1.8216
0.0006476557978004857,19.575548664665213,1.8216
0.0010864179717974055,19.637000200377123,1.8216
0.0016083240359368457,19.695600444580926,1.8216
0.0021627159023227573,19.75151381722916,1.8216
0.0027169483847695425,19.804773222382632,1.8216
0.003375249351978377,19.85538431710095,1.8216
0.004138571752132712,19.903322186534606,1.8216
0.005047358001493054,19.949173065975316,1.8216
0.006081763960774627,19.992641430446636,1.8216
0.007136888993280537,20.033704217733035,1.8216
0.008299871653985656,20.072420379954778,1.8216
0.009525189373285343,20.108820415846466,1.8216
0.010761719333271557,20.142903350927106,1.8216
0.012163245224773005,20.175171245994157,1.8216
0.013661919821489659,20.205509352345082,1.8216
0.015210036154987934,20.233883643232122,1.8216
0.016752947344579282,20.260337348647877,1.8216
0.018503381456097666,20.28488069688449,1.8216
0.02042673036431764,20.307488106931842,1.8216
0.02251309548775625,20.328632912147334,1.8216
0.0246316058351293,20.348354510478824,1.8216
0.026761993641419048,20.366742564434556,1.8216
0.028989089749934287,20.38374836897742,1.8216
0.03134729592564244,20.399289659828742,1.8216
0.03383392025769784,20.413247841237887,1.8216
0.03626195002055127,20.42621779408243,1.8216
0.03888863928059028,20.43801634081518,1.8216
0.0415506438272268,20.448542500387266,1.8216
0.04422076521067934,20.457774532970948,1.8216
0.04688008204078438,20.4656602061939,1.8216
0.0497198466558721,20.472114526950627,1.8216
0.05252489073811414,20.47766253933178,1.8216
0.055643568858054666,20.482507839886708,1.8216
0.058615419976678185,20.486641686509955,1.8216
0.06160986670469361,20.490027937482175,1.8216
