time,x,y,z,u
0.0,-11.13596000195317,8.192074160239624,27.016548229981034,0.5407732923039993
0.002,-8.868505024604534,8.52998700294628,25.879229549018408,0.56560722600609
0.004,-7.192852919689187,9.791049022083165,27.78855234785008,0.7402665543348358
0.006,-7.659880816858581,10.591258920190324,27.995303693762562,0.6894986654433033
0.008,-6.183836013471568,7.399789165999471,25.64486432705098,1.1079929576762855
0.01,-4.86813240193754,6.864330225498114,26.1604540447832,0.6192270350355118
0.012,-8.726318373608999,8.443236397885775,26.809851764317006,0.5837322727835257
0.014,-7.14958811467563,7.9832858911631295,27.625210280596228,-0.0726011294084804
0.016,-6.768434729645734,7.0503835559170245,27.106953995460366,0.29667162963050575
0.018000000000000002,-4.075358415884968,8.512103609443976,25.167715966387643,0.579580331296044
0.02,-2.1989044310344905,6.3453579476888216,24.65831864549976,1.3113042812830202
0.022,-5.458672354602956,6.723859156932955,25.131713481629095,0.4969797890617502
0.024,-3.2977904538340184,6.424690951531138,26.641164768722287,0.8914489730191665
0.026000000000000002,-4.540093228268808,5.986357265067394,25.327479813036515,0.7535857214349684
0.028,-3.112973562016488,7.52703225534389,26.215974216787615,0.37423466574073
0.03,-2.680371731711337,8.598236104821275,25.134460051638314,0.9979330564399661
0.032,-3.9205121594021857,7.695106060454477,25.36766781115565,0.6366871864624842
0.034,-2.6971528608348327,7.41537773234862,24.140469730885528,0.8091597831303172
0.036000000000000004,-2.6473646077752213,7.489623089163154,26.12494933109881,1.7568927753389274
0.038,-3.7076962986952178,6.161336251265501,26.0731448707566,1.1499764102296883
0.04,-2.820540526859793,8.549062980149616,22.839041767643693,1.5236285912362453
0.042,-0.7659325617337713,8.57533701105612,24.8277653339127,1.9108304823653708
0.044,-1.0240632600065314,8.528271215341338,23.98880605902579,1.7390553108988926
0.046,-2.074032164004208,6.855644063506281,25.013730685406227,1.012715669675013
0.048,-0.6141112882653754,6.799108612411603,24.138770848136208,0.38935202210787934
0.05,-0.5168012607395829,5.992744083398182,23.123724730676763,0.3106422161003485
0.052000000000000005,-1.5574808703014218,4.154214566231335,22.3893909450719,0.6945016047786586
0.054,-1.6299870809342818,6.557701822390357,22.56532934602468,1.343637598829858
0.056,0.6641835575479851,7.258072286740796,24.2043130450601,-0.09083170338143487
0.058,-1.4673171988702076,6.75356821281063,22.761125659020973,1.5209638308476294
0.06,-1.2544338584719634,5.552371632370859,24.27705059580798,0.28433113784535724
0.062,0.7678828768671906,8.223927994586369,25.08117033426654,0.5782998893589122
0.064,0.8032079478103271,5.686903506882478,22.198391047072818,-0.4704811441336678
0.066,1.0671598740761907,6.992452525855127,23.329575452299547,0.9268507321232677
0.068,-1.1451563590268912,6.030622318041798,23.622890710043496,1.8542343509809482
0.07,-1.3745851063367185,5.509821342566438,22.555098409969204,1.572403752824402
0.07200000000000001,0.34211334656259884,8.101366287391567,25.815559298091458,0.9431940687388041
0.074,-0.3943526856161864,5.662011537994867,23.254542564458298,1.1957830619073901
0.076,0.7315346280919262,7.069237889125006,22.36263115224928,-0.025644403194510224
0.078,0.16217236712009503,8.81876159406268,23.546074423693263,0.1349165772429528
0.08,1.072542981864459,6.0657097764823975,23.033968768339125,0.4938385954671421
0.082,1.6896522311881874,7.442126478917175,20.603024637334144,0.37242459937351824
0.084,-0.2369821232944569,5.936692917953309,23.77557186381233,0.4770340709544385
0.08600000000000001,0.7272343758832936,5.591445430368889,22.324025460291693,0.5644122057937799
0.088,2.7811108600835537,5.810489264890049,22.250910819901215,1.7346466698166103
0.09,1.7879034048427482,5.463046805409136,22.974526729872768,1.2351485873692618
0.092,1.870858749944711,7.773501315999101,22.5889899923762,0.4839609941803235
0.094,1.5053237335535785,7.640023264672823,22.874036827748228,0.7177987544834352
0.096,0.5942463471655437,8.20568578593129,23.63691102370059,1.2912381003528843
0.098,-1.0844978742503983,7.004494055902125,24.508378188500803,-0.9074628359963783
0.1,3.366427149575414,8.083402406524023,22.38392896019561,0.9019121322549454
0.10200000000000001,0.26060725876696944,8.41813649227273,20.791132215063605,0.3717404509597195
0.10400000000000001,2.84211075048347,5.967969703208253,22.395693377257356,1.4720231703479651
0.106,2.20577024885838,7.821113740988276,20.524105340480368,0.543046831009038
0.108,2.939979896888259,6.947730280492595,24.04621943524973,0.4125355921189019
0.11,3.370422851807949,8.738175072841122,24.820650201508375,1.4879557196689657
0.112,2.6296741910550723,6.6096381126862696,23.765086531144735,1.237457821054427
0.114,3.2435628573854873,5.583510509162513,21.77593260667841,2.093397031252869
0.116,2.48352579753944,7.488199493101903,20.839935842175095,0.5056290677869331
0.11800000000000001,1.5578312197386404,8.814008349773008,22.17956634212522,0.6788546622568188
0.12,1.5845262411694034,7.287935867045873,23.71450531263968,0.6199217402654724
0.122,1.8169164085284373,8.522995911880553,22.993230996452326,-0.21273441442128727
0.124,2.9805041914798482,9.038682467720307,22.995196999273784,0.17108523150184796
0.126,2.1872697116639364,6.342576418757222,21.152995807036444,1.3189097425662228
0.128,3.9079189795664853,7.078589071225594,23.544123810844123,0.20993997539774456
0.13,2.256392262023495,6.406913829490977,23.580419813759736,1.1777832453491317
0.132,3.0554531335813215,6.474349980112476,21.971410420106572,1.527817412135508
0.134,3.4342288605378486,5.289805368363639,24.51868348585956,1.2417676900995744
0.136,1.3759458913730822,7.601758511301153,21.90091566312745,1.165098670931586
0.138,1.4701789319572347,7.728633905837312,22.17093607390831,1.6207687198827627
0.14,2.1001005457778525,5.796047990746908,23.381644321840533,1.4990447207549966
0.14200000000000002,4.393483662377158,6.782471566591527,22.240151163094644,0.2586442603049526
0.14400000000000002,3.084450468589325,7.508719265030681,23.674198535148413,1.0628604085811644
0.146,3.543258954113604,4.794011652277229,22.626457273826933,1.4269699239815712
0.148,4.369271842177,8.013105888271227,21.21951368697561,1.2857909550302598
0.15,4.46196006936211,5.4127130640166445,21.179183218926916,-0.31179371853248505
0.152,3.6384940011284304,6.344367105940249,22.09716408807012,0.6987618061412986
0.154,4.605526515063713,8.679420432279603,23.577095329517675,-0.11258837311205439
0.156,5.277275557172997,6.594523544849846,21.062235432967643,0.8700894297783407
0.158,6.0416265696497575,8.130098289102524,23.12740164445021,1.9652656640280426
0.16,3.9341211614224942,7.485347723332446,22.15362816596758,0.9914834064316187
0.162,4.146033272554408,7.3323782936732345,22.4914982041645,1.8952174940155226
0.164,1.736331160990141,7.616670101174641,23.329004137747653,-0.5777387927521609
0.166,3.6606998452352815,6.8118420002242575,22.92373050798161,0.7514871358055584
0.168,4.950430990122847,7.97802834016589,25.095494151722924,0.8734092270587608
0.17,2.2196737191505944,9.551253434762284,21.597169748492018,-0.39139740764829556
0.17200000000000001,4.019934254053634,6.575809458345358,25.086757612427963,0.37724853216972887
0.17400000000000002,3.3398340410657763,4.826021298912048,23.24430656763948,0.8023951671422469
0.176,6.364165824091762,9.99324015979137,25.159664140153907,0.9329845309661374
0.178,4.732974268728318,8.841314285041616,25.19751895612529,0.8349685402170742
0.18,5.114384177191721,7.439493494005061,23.276959832999815,1.2209598041160654
0.182,4.111031239288487,7.86129938134167,22.81517700262991,-0.06118738386461653
0.184,5.958181695586923,4.763193445089513,21.329958769253878,1.039869635797804
0.186,4.5782871211037355,6.96161578380235,23.085103203815212,2.0459578638044915
0.188,4.547844044684093,5.961748287125129,23.25078404932877,0.15380442292973207
0.19,5.6620107523182925,9.215214476612019,24.020217564726646,1.054596511248778
0.192,3.920363366612855,9.620444359567152,23.640701291618903,0.18197240003218385
0.194,3.780520484984952,9.049303154442901,24.350462189025084,0.617916029691359
0.196,4.343452673906977,5.824002789346897,22.434925367069845,1.8258713113107214
0.198,6.562973239155246,7.463620981530877,24.530253775976515,-0.034534573454035766
0.2,3.431363197696469,9.56100524030727,24.70869906144309,0.8054907163283064
0.202,6.921564906583091,7.628357985403025,22.201053339557422,1.9025444062878096
0.20400000000000001,4.828511459582178,8.587116415828795,23.20685339535488,1.2709826853862038
0.20600000000000002,4.3341559007053885,8.84999941426672,23.435231894756733,-0.1224981075667283
