time,x,y,z,u
0.0,-7.3696221895956935,8.229872540679633,27.50224782720668,0.0
0.002,-6.900659994958867,7.975865213163536,26.537873791817447,1.2571404055383992
0.004,-6.871202263057022,9.076703875158687,26.033565215702346,1.2571404055383992
0.006,-7.167090663624508,9.316871945879413,27.04225605516671,1.2571404055383992
0.008,-6.390263635921501,8.135792265396304,26.348652437116353,1.562235177634942
0.01,-6.416276976836405,8.274037040008261,25.27883470448835,1.562235177634942
0.012,-6.047235822232552,7.9689463744298905,26.767935067030436,2.806343621829721
0.014,-5.244609119704167,7.180394294426039,26.199325394480205,2.806343621829721
0.016,-5.436563393053537,8.153892169237198,25.370604530155628,1.9083022059240091
0.018000000000000002,-4.574855610472903,7.504523292423106,24.739094416840572,1.9083022059240091
0.02,-4.918998999565121,7.79202239961211,25.395910152252156,2.884882392540834
0.022,-5.958799296497662,7.59078768762119,25.006466970915334,0.7487485657552824
0.024,-3.9442166937535625,7.578254781401864,24.55407367372675,0.7487485657552824
0.026000000000000002,-3.343108767449541,7.043290499900599,24.224140224384694,1.5068273548746054
0.028,-3.835825553665227,7.465393736429258,24.440443867557473,0.868226582211264
0.03,-3.345021331430571,7.323241261690755,24.189268166601686,0.868226582211264
0.032,-3.21573503052813,6.847841144355684,24.811665730865244,1.5661661153356712
0.034,-3.251031740061013,7.971507293670439,24.725416261466858,1.5661661153356712
0.036000000000000004,-3.3448061803822275,7.3182958431555845,24.007161053011345,1.8870650112211078
0.038,-2.903058577860928,6.583810343915624,23.80150276141363,1.8870650112211078
0.04,-2.8814020159972,7.448263644766749,24.1868688829254,1.3073227119046658
0.042,-2.6552212491901934,7.727438505550516,23.603212855313032,1.3073227119046658
0.044,-1.85586076336901,7.945822158222787,23.478274276254105,1.3073227119046658
0.046,-1.7600982091426227,7.658225337441615,24.13218068671093,1.3073227119046658
0.048,-2.3427763412605924,6.5867339886739815,23.966517581681313,1.3073227119046658
0.05,-2.9921445552243418,6.094314799082477,23.600246182205968,1.265631617639056
0.052000000000000005,-2.2418712628608843,7.2155720142939295,22.464059199792423,1.265631617639056
0.054,-1.1624501131665559,6.955537010235171,22.891497940896677,2.292927060493067
0.056,-1.566987568106367,6.91964421527742,22.927414949295038,1.4725930147761768
0.058,-0.5907118408353037,6.4748578193428425,23.46607776822564,1.4725930147761768
0.06,-0.7828997196780192,7.2847573826809935,24.31628309883627,1.4725930147761768
0.062,-0.4635465329306744,7.0432610136740035,23.978002416610007,1.4725930147761768
0.064,-0.7654921921035136,7.6937983022575525,23.224303257613034,1.983587684914259
0.066,0.07155666551739487,7.307273204674118,23.7465321002535,0.9372192122923855
0.068,0.19141640151290276,7.36091101656495,22.930472304021407,0.9372192122923855
0.07,-0.83973183271459,6.804820719928831,24.361339382894304,0.9372192122923855
